city1,city2,year,distance,total_passengers,estimated_revenue,avg_fare,route,revenue_decile,route_performance_group
"Albany, NY","Chicago, IL",2010,723.0,1239,252144.06,203.50610169491526,"Albany, NY → Chicago, IL",4,Middle 80%
"Albany, NY","Chicago, IL",2011,723.0,1228,273608.11,222.80790716612375,"Albany, NY → Chicago, IL",4,Middle 80%
"Albany, NY","Chicago, IL",2012,723.0,1207,287805.9,238.4473073736537,"Albany, NY → Chicago, IL",4,Middle 80%
"Albany, NY","Chicago, IL",2013,723.0,1177,295396.67,250.97423109600678,"Albany, NY → Chicago, IL",4,Middle 80%
"Albany, NY","Chicago, IL",2014,723.0,1202,311306.85,258.9907237936772,"Albany, NY → Chicago, IL",4,Middle 80%
"Albany, NY","Chicago, IL",2015,723.0,1197,303963.58,253.93782790309106,"Albany, NY → Chicago, IL",4,Middle 80%
"Albany, NY","Chicago, IL",2016,723.0,1251,310696.02999999997,248.35813749000798,"Albany, NY → Chicago, IL",4,Middle 80%
"Albany, NY","Chicago, IL",2017,723.0,1238,310285.86,250.63478190630047,"Albany, NY → Chicago, IL",4,Middle 80%
"Albany, NY","Chicago, IL",2018,723.0,1214,317564.35,261.5851317957166,"Albany, NY → Chicago, IL",4,Middle 80%
"Albany, NY","Chicago, IL",2019,723.0,1172,316720.44999999995,270.2392918088737,"Albany, NY → Chicago, IL",4,Middle 80%
"Albany, NY","Chicago, IL",2020,723.0,125,18404.14,147.23311999999999,"Albany, NY → Chicago, IL",1,Bottom 10%
"Albany, NY","Chicago, IL",2021,723.0,752,159774.49,212.46607712765956,"Albany, NY → Chicago, IL",3,Middle 80%
"Albany, NY","Chicago, IL",2022,723.0,1100,237911.44,216.28312727272728,"Albany, NY → Chicago, IL",3,Middle 80%
"Albany, NY","Chicago, IL",2023,723.0,1071,251781.58000000002,235.09017740429508,"Albany, NY → Chicago, IL",3,Middle 80%
"Albany, NY","Los Angeles, CA (Metropolitan Area)",2010,2467.0,824,229332.96,278.3166990291262,"Albany, NY → Los Angeles, CA (Metropolitan Area)",4,Middle 80%
"Albany, NY","Los Angeles, CA (Metropolitan Area)",2011,2468.0,650,206823.25,318.18961538461537,"Albany, NY → Los Angeles, CA (Metropolitan Area)",3,Middle 80%
"Albany, NY","Los Angeles, CA (Metropolitan Area)",2012,2468.0,634,200723.87,316.5991640378549,"Albany, NY → Los Angeles, CA (Metropolitan Area)",3,Middle 80%
"Albany, NY","Los Angeles, CA (Metropolitan Area)",2013,2468.0,763,259135.38,339.6269724770642,"Albany, NY → Los Angeles, CA (Metropolitan Area)",4,Middle 80%
"Albany, NY","Los Angeles, CA (Metropolitan Area)",2014,2468.0,622,226933.7,364.84517684887464,"Albany, NY → Los Angeles, CA (Metropolitan Area)",3,Middle 80%
"Albany, NY","Los Angeles, CA (Metropolitan Area)",2015,2468.0,661,228797.88,346.1390015128593,"Albany, NY → Los Angeles, CA (Metropolitan Area)",3,Middle 80%
"Albany, NY","Los Angeles, CA (Metropolitan Area)",2016,2468.0,881,285048.57,323.5511577752554,"Albany, NY → Los Angeles, CA (Metropolitan Area)",4,Middle 80%
"Albany, NY","Los Angeles, CA (Metropolitan Area)",2017,2468.0,873,281769.36,322.7598625429553,"Albany, NY → Los Angeles, CA (Metropolitan Area)",4,Middle 80%
"Albany, NY","Los Angeles, CA (Metropolitan Area)",2018,2468.0,929,301868.83,324.9395371367062,"Albany, NY → Los Angeles, CA (Metropolitan Area)",4,Middle 80%
"Albany, NY","Los Angeles, CA (Metropolitan Area)",2019,2468.0,692,247013.69999999998,356.95621387283234,"Albany, NY → Los Angeles, CA (Metropolitan Area)",3,Middle 80%
"Albany, NY","Los Angeles, CA (Metropolitan Area)",2020,2468.0,30,7980.069999999999,266.0023333333333,"Albany, NY → Los Angeles, CA (Metropolitan Area)",1,Bottom 10%
"Albany, NY","Los Angeles, CA (Metropolitan Area)",2021,2468.0,378,139991.31,370.34738095238095,"Albany, NY → Los Angeles, CA (Metropolitan Area)",3,Middle 80%
"Albany, NY","Los Angeles, CA (Metropolitan Area)",2022,2468.0,217,99863.63,460.2010599078341,"Albany, NY → Los Angeles, CA (Metropolitan Area)",2,Middle 80%
"Albany, NY","Los Angeles, CA (Metropolitan Area)",2023,2468.0,240,99512.39,414.6349583333333,"Albany, NY → Los Angeles, CA (Metropolitan Area)",1,Bottom 10%
"Albany, NY","Miami, FL (Metropolitan Area)",2010,1225.0,1326,247592.89,186.72163650075416,"Albany, NY → Miami, FL (Metropolitan Area)",4,Middle 80%
"Albany, NY","Miami, FL (Metropolitan Area)",2011,1225.0,1251,244124.12,195.14318145483614,"Albany, NY → Miami, FL (Metropolitan Area)",4,Middle 80%
"Albany, NY","Miami, FL (Metropolitan Area)",2012,1225.0,1376,272253.63,197.85874273255814,"Albany, NY → Miami, FL (Metropolitan Area)",4,Middle 80%
"Albany, NY","Miami, FL (Metropolitan Area)",2013,1225.0,1238,269268.54,217.50285945072696,"Albany, NY → Miami, FL (Metropolitan Area)",4,Middle 80%
"Albany, NY","Miami, FL (Metropolitan Area)",2014,1225.0,1260,264995.31,210.31373809523808,"Albany, NY → Miami, FL (Metropolitan Area)",4,Middle 80%
"Albany, NY","Miami, FL (Metropolitan Area)",2015,1225.0,1336,272417.68,203.9054491017964,"Albany, NY → Miami, FL (Metropolitan Area)",4,Middle 80%
"Albany, NY","Miami, FL (Metropolitan Area)",2016,1225.0,1850,302240.44000000006,163.37321081081083,"Albany, NY → Miami, FL (Metropolitan Area)",4,Middle 80%
"Albany, NY","Miami, FL (Metropolitan Area)",2017,1225.0,1897,313964.56999999995,165.50583552978384,"Albany, NY → Miami, FL (Metropolitan Area)",4,Middle 80%
"Albany, NY","Miami, FL (Metropolitan Area)",2018,1225.0,1838,338133.03,183.96791621327532,"Albany, NY → Miami, FL (Metropolitan Area)",4,Middle 80%
"Albany, NY","Miami, FL (Metropolitan Area)",2019,1225.0,1761,353694.13,200.84845542305507,"Albany, NY → Miami, FL (Metropolitan Area)",4,Middle 80%
"Albany, NY","Miami, FL (Metropolitan Area)",2020,1225.0,623,112056.49,179.86595505617979,"Albany, NY → Miami, FL (Metropolitan Area)",5,Middle 80%
"Albany, NY","Miami, FL (Metropolitan Area)",2021,1225.0,1116,208014.44999999998,186.392876344086,"Albany, NY → Miami, FL (Metropolitan Area)",4,Middle 80%
"Albany, NY","Miami, FL (Metropolitan Area)",2022,1225.0,1633,336129.19,205.83538885486834,"Albany, NY → Miami, FL (Metropolitan Area)",4,Middle 80%
"Albany, NY","Miami, FL (Metropolitan Area)",2023,1225.0,1697,367429.14,216.516876841485,"Albany, NY → Miami, FL (Metropolitan Area)",4,Middle 80%
"Albany, NY","San Francisco, CA (Metropolitan Area)",2010,2559.0,533,159194.44999999998,298.67626641651026,"Albany, NY → San Francisco, CA (Metropolitan Area)",3,Middle 80%
"Albany, NY","San Francisco, CA (Metropolitan Area)",2011,2559.0,377,131703.16999999998,349.3452785145888,"Albany, NY → San Francisco, CA (Metropolitan Area)",2,Middle 80%
"Albany, NY","San Francisco, CA (Metropolitan Area)",2012,2559.0,606,211562.54,349.11310231023106,"Albany, NY → San Francisco, CA (Metropolitan Area)",3,Middle 80%
"Albany, NY","San Francisco, CA (Metropolitan Area)",2013,2559.0,592,215160.89,363.44744932432434,"Albany, NY → San Francisco, CA (Metropolitan Area)",3,Middle 80%
"Albany, NY","San Francisco, CA (Metropolitan Area)",2014,2559.0,637,233265.36,366.1936577708006,"Albany, NY → San Francisco, CA (Metropolitan Area)",3,Middle 80%
"Albany, NY","San Francisco, CA (Metropolitan Area)",2015,2559.0,668,241837.01,362.0314520958084,"Albany, NY → San Francisco, CA (Metropolitan Area)",3,Middle 80%
"Albany, NY","San Francisco, CA (Metropolitan Area)",2016,2559.0,677,226361.12,334.35911373707535,"Albany, NY → San Francisco, CA (Metropolitan Area)",3,Middle 80%
"Albany, NY","San Francisco, CA (Metropolitan Area)",2017,2559.0,649,219234.01,337.80278890600925,"Albany, NY → San Francisco, CA (Metropolitan Area)",3,Middle 80%
"Albany, NY","San Francisco, CA (Metropolitan Area)",2018,2559.0,466,160056.77,343.4694635193133,"Albany, NY → San Francisco, CA (Metropolitan Area)",2,Middle 80%
"Albany, NY","San Francisco, CA (Metropolitan Area)",2019,2559.0,212,78743.16,371.43,"Albany, NY → San Francisco, CA (Metropolitan Area)",1,Bottom 10%
"Albany, NY","Tampa, FL (Metropolitan Area)",2010,1130.0,1215,220052.62,181.11326748971194,"Albany, NY → Tampa, FL (Metropolitan Area)",4,Middle 80%
"Albany, NY","Tampa, FL (Metropolitan Area)",2011,1130.0,1180,227127.82,192.4812033898305,"Albany, NY → Tampa, FL (Metropolitan Area)",3,Middle 80%
"Albany, NY","Tampa, FL (Metropolitan Area)",2012,1130.0,1270,247692.07,195.03312598425197,"Albany, NY → Tampa, FL (Metropolitan Area)",4,Middle 80%
"Albany, NY","Tampa, FL (Metropolitan Area)",2013,1130.0,1257,249081.13999999998,198.1552426412092,"Albany, NY → Tampa, FL (Metropolitan Area)",4,Middle 80%
"Albany, NY","Tampa, FL (Metropolitan Area)",2014,1130.0,1245,247869.13,199.09167068273092,"Albany, NY → Tampa, FL (Metropolitan Area)",4,Middle 80%
"Albany, NY","Tampa, FL (Metropolitan Area)",2015,1130.0,1358,265655.61,195.62268777614136,"Albany, NY → Tampa, FL (Metropolitan Area)",4,Middle 80%
"Albany, NY","Tampa, FL (Metropolitan Area)",2016,1130.0,1350,254758.11000000002,188.70971111111112,"Albany, NY → Tampa, FL (Metropolitan Area)",4,Middle 80%
"Albany, NY","Tampa, FL (Metropolitan Area)",2017,1130.0,1278,259342.16999999998,202.9281455399061,"Albany, NY → Tampa, FL (Metropolitan Area)",4,Middle 80%
"Albany, NY","Tampa, FL (Metropolitan Area)",2018,1130.0,1286,266684.56,207.37524105754278,"Albany, NY → Tampa, FL (Metropolitan Area)",3,Middle 80%
"Albany, NY","Tampa, FL (Metropolitan Area)",2019,1138.0,1433,258568.33000000002,180.4384717376134,"Albany, NY → Tampa, FL (Metropolitan Area)",3,Middle 80%
"Albany, NY","Tampa, FL (Metropolitan Area)",2020,1138.0,462,78826.57,170.6202813852814,"Albany, NY → Tampa, FL (Metropolitan Area)",4,Middle 80%
"Albany, NY","Tampa, FL (Metropolitan Area)",2021,1138.0,851,148355.66999999998,174.33098707403053,"Albany, NY → Tampa, FL (Metropolitan Area)",3,Middle 80%
"Albany, NY","Tampa, FL (Metropolitan Area)",2022,1138.0,1194,232316.15999999997,194.569648241206,"Albany, NY → Tampa, FL (Metropolitan Area)",3,Middle 80%
"Albany, NY","Tampa, FL (Metropolitan Area)",2023,1138.0,1214,248624.63,204.7978830313015,"Albany, NY → Tampa, FL (Metropolitan Area)",3,Middle 80%
"Albany, NY","Washington, DC (Metropolitan Area)",2010,325.0,2443,376168.99,153.97830126893163,"Albany, NY → Washington, DC (Metropolitan Area)",6,Middle 80%
"Albany, NY","Washington, DC (Metropolitan Area)",2011,325.0,2269,376339.89,165.86156456588807,"Albany, NY → Washington, DC (Metropolitan Area)",5,Middle 80%
"Albany, NY","Washington, DC (Metropolitan Area)",2012,325.0,2338,362613.18,155.09545765611634,"Albany, NY → Washington, DC (Metropolitan Area)",5,Middle 80%
"Albany, NY","Washington, DC (Metropolitan Area)",2013,325.0,2221,355234.78,159.94361999099505,"Albany, NY → Washington, DC (Metropolitan Area)",5,Middle 80%
"Albany, NY","Washington, DC (Metropolitan Area)",2014,325.0,2004,332026.32,165.68179640718563,"Albany, NY → Washington, DC (Metropolitan Area)",5,Middle 80%
"Albany, NY","Washington, DC (Metropolitan Area)",2015,325.0,1858,351949.92000000004,189.42406889128097,"Albany, NY → Washington, DC (Metropolitan Area)",5,Middle 80%
"Albany, NY","Washington, DC (Metropolitan Area)",2016,325.0,1777,325151.28,182.9776477208779,"Albany, NY → Washington, DC (Metropolitan Area)",4,Middle 80%
"Albany, NY","Washington, DC (Metropolitan Area)",2017,325.0,1805,319208.2,176.84664819944598,"Albany, NY → Washington, DC (Metropolitan Area)",4,Middle 80%
"Albany, NY","Washington, DC (Metropolitan Area)",2018,325.0,1699,306592.18,180.45449087698645,"Albany, NY → Washington, DC (Metropolitan Area)",4,Middle 80%
"Albany, NY","Washington, DC (Metropolitan Area)",2019,325.0,1786,347178.33,194.38876259798434,"Albany, NY → Washington, DC (Metropolitan Area)",4,Middle 80%
"Albany, NY","Washington, DC (Metropolitan Area)",2020,325.0,246,46804.880000000005,190.2637398373984,"Albany, NY → Washington, DC (Metropolitan Area)",3,Middle 80%
"Albany, NY","Washington, DC (Metropolitan Area)",2021,325.0,707,128928.06,182.3593493635078,"Albany, NY → Washington, DC (Metropolitan Area)",3,Middle 80%
"Albany, NY","Washington, DC (Metropolitan Area)",2022,325.0,1263,247886.65000000002,196.26813143309582,"Albany, NY → Washington, DC (Metropolitan Area)",3,Middle 80%
"Albany, NY","Washington, DC (Metropolitan Area)",2023,325.0,1427,315207.65,220.88833216538194,"Albany, NY → Washington, DC (Metropolitan Area)",4,Middle 80%
"Albuquerque, NM","Boston, MA (Metropolitan Area)",2010,1974.0,944,228614.41999999998,242.17629237288133,"Albuquerque, NM → Boston, MA (Metropolitan Area)",4,Middle 80%
"Albuquerque, NM","Boston, MA (Metropolitan Area)",2011,1974.0,898,238036.16999999998,265.0736859688196,"Albuquerque, NM → Boston, MA (Metropolitan Area)",4,Middle 80%
"Albuquerque, NM","Boston, MA (Metropolitan Area)",2012,1974.0,910,264922.97,291.12414285714283,"Albuquerque, NM → Boston, MA (Metropolitan Area)",4,Middle 80%
"Albuquerque, NM","Boston, MA (Metropolitan Area)",2013,1974.0,789,196431.93,248.9631558935361,"Albuquerque, NM → Boston, MA (Metropolitan Area)",3,Middle 80%
"Albuquerque, NM","Boston, MA (Metropolitan Area)",2014,1974.0,730,206530.26,282.91816438356165,"Albuquerque, NM → Boston, MA (Metropolitan Area)",3,Middle 80%
"Albuquerque, NM","Boston, MA (Metropolitan Area)",2015,1974.0,761,203731.51,267.7155190538765,"Albuquerque, NM → Boston, MA (Metropolitan Area)",3,Middle 80%
"Albuquerque, NM","Boston, MA (Metropolitan Area)",2016,1974.0,734,204109.99,278.07900544959125,"Albuquerque, NM → Boston, MA (Metropolitan Area)",3,Middle 80%
"Albuquerque, NM","Boston, MA (Metropolitan Area)",2017,1974.0,721,206707.33000000002,286.69532593619977,"Albuquerque, NM → Boston, MA (Metropolitan Area)",3,Middle 80%
"Albuquerque, NM","Boston, MA (Metropolitan Area)",2018,1974.0,806,215395.40000000002,267.23995037220845,"Albuquerque, NM → Boston, MA (Metropolitan Area)",3,Middle 80%
"Albuquerque, NM","Boston, MA (Metropolitan Area)",2019,1974.0,751,231401.59,308.124620505992,"Albuquerque, NM → Boston, MA (Metropolitan Area)",3,Middle 80%
"Albuquerque, NM","Boston, MA (Metropolitan Area)",2021,1974.0,191,62017.65,324.6997382198953,"Albuquerque, NM → Boston, MA (Metropolitan Area)",2,Middle 80%
"Albuquerque, NM","Boston, MA (Metropolitan Area)",2022,1974.0,217,80765.88,372.1929953917051,"Albuquerque, NM → Boston, MA (Metropolitan Area)",1,Bottom 10%
"Albuquerque, NM","Boston, MA (Metropolitan Area)",2023,1974.0,224,79902.07,356.7056696428572,"Albuquerque, NM → Boston, MA (Metropolitan Area)",1,Bottom 10%
"Albuquerque, NM","Chicago, IL",2010,1121.0,1515,282106.36,186.20881848184817,"Albuquerque, NM → Chicago, IL",5,Middle 80%
"Albuquerque, NM","Chicago, IL",2011,1121.0,1417,308092.0,217.4255469301341,"Albuquerque, NM → Chicago, IL",4,Middle 80%
"Albuquerque, NM","Chicago, IL",2012,1121.0,1272,305009.35,239.78722484276727,"Albuquerque, NM → Chicago, IL",5,Middle 80%
"Albuquerque, NM","Chicago, IL",2013,1121.0,1150,271374.37,235.97771304347825,"Albuquerque, NM → Chicago, IL",4,Middle 80%
"Albuquerque, NM","Chicago, IL",2014,1121.0,1216,324623.82,266.9603782894737,"Albuquerque, NM → Chicago, IL",5,Middle 80%
"Albuquerque, NM","Chicago, IL",2015,1121.0,1266,329796.58,260.5028278041074,"Albuquerque, NM → Chicago, IL",4,Middle 80%
"Albuquerque, NM","Chicago, IL",2016,1121.0,1316,333429.87,253.36616261398177,"Albuquerque, NM → Chicago, IL",5,Middle 80%
"Albuquerque, NM","Chicago, IL",2017,1121.0,1286,340343.06,264.65245723172626,"Albuquerque, NM → Chicago, IL",5,Middle 80%
"Albuquerque, NM","Chicago, IL",2018,1121.0,1408,364275.0,258.71803977272725,"Albuquerque, NM → Chicago, IL",5,Middle 80%
"Albuquerque, NM","Chicago, IL",2019,1121.0,1360,371739.43,273.3378161764706,"Albuquerque, NM → Chicago, IL",4,Middle 80%
"Albuquerque, NM","Chicago, IL",2020,1121.0,375,80227.31,213.93949333333333,"Albuquerque, NM → Chicago, IL",4,Middle 80%
"Albuquerque, NM","Chicago, IL",2021,1121.0,842,195685.19,232.4052137767221,"Albuquerque, NM → Chicago, IL",4,Middle 80%
"Albuquerque, NM","Chicago, IL",2022,1121.0,1270,356719.04000000004,280.88113385826773,"Albuquerque, NM → Chicago, IL",4,Middle 80%
"Albuquerque, NM","Chicago, IL",2023,1121.0,1307,358997.11000000004,274.6726166794185,"Albuquerque, NM → Chicago, IL",4,Middle 80%
"Albuquerque, NM","Dallas/Fort Worth, TX",2010,580.0,2527,447114.52,176.93491096161458,"Albuquerque, NM → Dallas/Fort Worth, TX",7,Middle 80%
"Albuquerque, NM","Dallas/Fort Worth, TX",2011,580.0,2408,453810.78,188.45962624584718,"Albuquerque, NM → Dallas/Fort Worth, TX",6,Middle 80%
"Albuquerque, NM","Dallas/Fort Worth, TX",2012,580.0,2377,442176.04,186.0227345393353,"Albuquerque, NM → Dallas/Fort Worth, TX",6,Middle 80%
"Albuquerque, NM","Dallas/Fort Worth, TX",2013,580.0,2328,427154.79000000004,183.4857345360825,"Albuquerque, NM → Dallas/Fort Worth, TX",6,Middle 80%
"Albuquerque, NM","Dallas/Fort Worth, TX",2014,580.0,2352,455325.20999999996,193.59065051020406,"Albuquerque, NM → Dallas/Fort Worth, TX",6,Middle 80%
"Albuquerque, NM","Dallas/Fort Worth, TX",2015,580.0,2235,468819.95,209.76284116331098,"Albuquerque, NM → Dallas/Fort Worth, TX",6,Middle 80%
"Albuquerque, NM","Dallas/Fort Worth, TX",2016,580.0,2267,469690.95,207.18612704014117,"Albuquerque, NM → Dallas/Fort Worth, TX",6,Middle 80%
"Albuquerque, NM","Dallas/Fort Worth, TX",2017,580.0,2155,451147.42,209.34915081206495,"Albuquerque, NM → Dallas/Fort Worth, TX",6,Middle 80%
"Albuquerque, NM","Dallas/Fort Worth, TX",2018,580.0,2240,488029.06,217.87011607142858,"Albuquerque, NM → Dallas/Fort Worth, TX",6,Middle 80%
"Albuquerque, NM","Dallas/Fort Worth, TX",2019,580.0,2211,512229.78,231.67335142469472,"Albuquerque, NM → Dallas/Fort Worth, TX",6,Middle 80%
"Albuquerque, NM","Dallas/Fort Worth, TX",2020,580.0,883,158640.13,179.66039637599096,"Albuquerque, NM → Dallas/Fort Worth, TX",6,Middle 80%
"Albuquerque, NM","Dallas/Fort Worth, TX",2021,580.0,1632,291221.27,178.4444056372549,"Albuquerque, NM → Dallas/Fort Worth, TX",6,Middle 80%
"Albuquerque, NM","Dallas/Fort Worth, TX",2022,580.0,2103,428991.32,203.9901664289111,"Albuquerque, NM → Dallas/Fort Worth, TX",5,Middle 80%
"Albuquerque, NM","Dallas/Fort Worth, TX",2023,580.0,2201,484475.84,220.11623807360291,"Albuquerque, NM → Dallas/Fort Worth, TX",5,Middle 80%
"Albuquerque, NM","Houston, TX",2010,759.0,1487,292642.31,196.80047747141896,"Albuquerque, NM → Houston, TX",5,Middle 80%
"Albuquerque, NM","Houston, TX",2011,759.0,1478,323426.72,218.82728010825437,"Albuquerque, NM → Houston, TX",5,Middle 80%
"Albuquerque, NM","Houston, TX",2012,759.0,1454,314597.26,216.3667537826685,"Albuquerque, NM → Houston, TX",5,Middle 80%
"Albuquerque, NM","Houston, TX",2013,759.0,1390,320480.66000000003,230.56162589928059,"Albuquerque, NM → Houston, TX",5,Middle 80%
"Albuquerque, NM","Houston, TX",2014,759.0,1343,326310.65,242.97144452717797,"Albuquerque, NM → Houston, TX",5,Middle 80%
"Albuquerque, NM","Houston, TX",2015,759.0,1381,321459.25,232.7728095582911,"Albuquerque, NM → Houston, TX",4,Middle 80%
"Albuquerque, NM","Houston, TX",2016,759.0,1275,313644.07,245.99534901960786,"Albuquerque, NM → Houston, TX",4,Middle 80%
"Albuquerque, NM","Houston, TX",2017,759.0,1215,310154.75,255.27139917695473,"Albuquerque, NM → Houston, TX",4,Middle 80%
"Albuquerque, NM","Houston, TX",2018,759.0,1365,338782.45,248.19227106227106,"Albuquerque, NM → Houston, TX",4,Middle 80%
"Albuquerque, NM","Houston, TX",2019,759.0,1309,340919.97,260.44306340718106,"Albuquerque, NM → Houston, TX",4,Middle 80%
"Albuquerque, NM","Houston, TX",2020,759.0,489,101866.76,208.3164826175869,"Albuquerque, NM → Houston, TX",4,Middle 80%
"Albuquerque, NM","Houston, TX",2021,759.0,1054,218219.88,207.03973434535104,"Albuquerque, NM → Houston, TX",5,Middle 80%
"Albuquerque, NM","Houston, TX",2022,759.0,1436,336417.7,234.2741643454039,"Albuquerque, NM → Houston, TX",4,Middle 80%
"Albuquerque, NM","Houston, TX",2023,759.0,1508,388243.62,257.4559814323607,"Albuquerque, NM → Houston, TX",4,Middle 80%
"Albuquerque, NM","Kansas City, MO",2010,718.0,173,29337.340000000004,169.58,"Albuquerque, NM → Kansas City, MO",1,Bottom 10%
"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",2010,677.0,3558,599263.88,168.4271725688589,"Albuquerque, NM → Los Angeles, CA (Metropolitan Area)",7,Middle 80%
"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",2011,677.0,3582,650622.82,181.63674483528754,"Albuquerque, NM → Los Angeles, CA (Metropolitan Area)",7,Middle 80%
"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",2012,677.0,3306,615927.6100000001,186.30599213551122,"Albuquerque, NM → Los Angeles, CA (Metropolitan Area)",7,Middle 80%
"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",2013,677.0,3223,604494.56,187.5564877443376,"Albuquerque, NM → Los Angeles, CA (Metropolitan Area)",7,Middle 80%
"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",2014,677.0,3079,623286.8600000001,202.4315881779799,"Albuquerque, NM → Los Angeles, CA (Metropolitan Area)",7,Middle 80%
"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",2015,677.0,3266,624473.78,191.20446417636253,"Albuquerque, NM → Los Angeles, CA (Metropolitan Area)",7,Middle 80%
"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",2016,677.0,3549,661876.38,186.49658495350803,"Albuquerque, NM → Los Angeles, CA (Metropolitan Area)",7,Middle 80%
"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",2017,677.0,3796,643958.86,169.64142781875657,"Albuquerque, NM → Los Angeles, CA (Metropolitan Area)",7,Middle 80%
"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",2018,677.0,4240,690566.13,162.86937028301887,"Albuquerque, NM → Los Angeles, CA (Metropolitan Area)",7,Middle 80%
"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",2019,677.0,3968,718619.9199999999,181.10381048387094,"Albuquerque, NM → Los Angeles, CA (Metropolitan Area)",7,Middle 80%
"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",2020,677.0,1108,178403.87,161.01432310469315,"Albuquerque, NM → Los Angeles, CA (Metropolitan Area)",6,Middle 80%
"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",2021,677.0,2268,414861.70000000007,182.9196208112875,"Albuquerque, NM → Los Angeles, CA (Metropolitan Area)",7,Middle 80%
"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",2022,677.0,3471,670685.58,193.22546240276577,"Albuquerque, NM → Los Angeles, CA (Metropolitan Area)",7,Middle 80%
"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",2023,677.0,3595,727547.96,202.377735744089,"Albuquerque, NM → Los Angeles, CA (Metropolitan Area)",7,Middle 80%
"Albuquerque, NM","New York City, NY (Metropolitan Area)",2010,1861.0,1701,367523.24,216.0630452674897,"Albuquerque, NM → New York City, NY (Metropolitan Area)",6,Middle 80%
"Albuquerque, NM","New York City, NY (Metropolitan Area)",2011,1861.0,1588,390754.63,246.06714735516374,"Albuquerque, NM → New York City, NY (Metropolitan Area)",5,Middle 80%
"Albuquerque, NM","New York City, NY (Metropolitan Area)",2012,1861.0,1462,384400.55000000005,262.9278727770178,"Albuquerque, NM → New York City, NY (Metropolitan Area)",5,Middle 80%
"Albuquerque, NM","New York City, NY (Metropolitan Area)",2013,1861.0,1849,397448.34,214.9531314223905,"Albuquerque, NM → New York City, NY (Metropolitan Area)",5,Middle 80%
"Albuquerque, NM","New York City, NY (Metropolitan Area)",2014,1861.0,1912,433310.43,226.6267939330544,"Albuquerque, NM → New York City, NY (Metropolitan Area)",6,Middle 80%
"Albuquerque, NM","New York City, NY (Metropolitan Area)",2015,1861.0,1845,431021.76,233.6161300813008,"Albuquerque, NM → New York City, NY (Metropolitan Area)",5,Middle 80%
"Albuquerque, NM","New York City, NY (Metropolitan Area)",2016,1861.0,1847,436474.33,236.31528424472117,"Albuquerque, NM → New York City, NY (Metropolitan Area)",6,Middle 80%
"Albuquerque, NM","New York City, NY (Metropolitan Area)",2017,1861.0,1934,461014.96,238.3738159255429,"Albuquerque, NM → New York City, NY (Metropolitan Area)",6,Middle 80%
"Albuquerque, NM","New York City, NY (Metropolitan Area)",2018,1861.0,2003,486578.76,242.92499251123314,"Albuquerque, NM → New York City, NY (Metropolitan Area)",6,Middle 80%
"Albuquerque, NM","New York City, NY (Metropolitan Area)",2019,1861.0,1990,483947.38,243.18963819095478,"Albuquerque, NM → New York City, NY (Metropolitan Area)",5,Middle 80%
"Albuquerque, NM","New York City, NY (Metropolitan Area)",2020,1861.0,491,95506.45,194.5141547861507,"Albuquerque, NM → New York City, NY (Metropolitan Area)",4,Middle 80%
"Albuquerque, NM","New York City, NY (Metropolitan Area)",2021,1861.0,1056,280617.16,265.73594696969695,"Albuquerque, NM → New York City, NY (Metropolitan Area)",6,Middle 80%
"Albuquerque, NM","New York City, NY (Metropolitan Area)",2022,1861.0,1680,488861.99,290.98927976190475,"Albuquerque, NM → New York City, NY (Metropolitan Area)",6,Middle 80%
"Albuquerque, NM","New York City, NY (Metropolitan Area)",2023,1861.0,1809,519034.39,286.91784964068546,"Albuquerque, NM → New York City, NY (Metropolitan Area)",6,Middle 80%
"Albuquerque, NM","Phoenix, AZ",2010,328.0,3589,431269.99,120.16438840902758,"Albuquerque, NM → Phoenix, AZ",6,Middle 80%
"Albuquerque, NM","Phoenix, AZ",2011,328.0,3363,461928.12,137.35596788581623,"Albuquerque, NM → Phoenix, AZ",6,Middle 80%
"Albuquerque, NM","Phoenix, AZ",2012,328.0,3118,453513.45,145.45011225144324,"Albuquerque, NM → Phoenix, AZ",6,Middle 80%
"Albuquerque, NM","Phoenix, AZ",2013,328.0,2992,455616.11,152.27811163101603,"Albuquerque, NM → Phoenix, AZ",6,Middle 80%
"Albuquerque, NM","Phoenix, AZ",2014,328.0,2947,463186.02,157.17204614862572,"Albuquerque, NM → Phoenix, AZ",6,Middle 80%
"Albuquerque, NM","Phoenix, AZ",2015,328.0,2701,454179.05,168.15218437615698,"Albuquerque, NM → Phoenix, AZ",6,Middle 80%
